Object,Close-Approach (CA) Date,CA DistanceNominal (au),CA DistanceMinimum (au),V relative(km/s),V infinity(km/s),H(mag),Diameter,Rarity,Diameter Max
(2021 YL),2088-12-30 02:17:00,0.04515,0.04318,8.44,8.43,25.4,22 m -   48 m,0.0,48.0
(2014 YR15),2089-01-20 00:02:00,0.04709,0.04704,10.95,10.94,21.5,130 m -  300 m,1.0,300.0
(2020 HG9),2089-02-13 03:16:00,0.04961,0.04653,10.61,10.6,23.3,57 m -  130 m,0.0,130.0
(2022 DH3),2089-02-27 00:02:00,0.02687,0.02683,12.37,12.36,25.1,25 m -   57 m,0.0,57.0
(2022 EK6),2089-03-05 05:24:00,0.02461,0.01708,12.04,12.04,26.1,16 m -   37 m,0.0,37.0
(2022 EC3),2089-03-07 02:39:00,0.02136,0.019,8.76,8.75,25.8,19 m -   42 m,0.0,42.0
(2016 EW1),2089-03-07 10:27:00,0.02703,0.02619,13.03,13.02,25.2,24 m -   54 m,0.0,54.0
(2012 DW60),2089-03-09 00:12:00,0.04401,0.0439,6.59,6.58,26.5,13 m -   30 m,0.0,30.0
216985 (2000 QK130),2089-03-16 04:21:00,0.01312,0.01143,7.49,7.47,21.3,140 m -  320 m,2.0,320.0
(2019 VJ4),2089-03-26 00:04:00,0.04179,0.04174,25.46,25.46,22.9,70 m -  160 m,0.0,160.0
(2022 GK),2089-03-31 04:16:00,0.00305,0.00112,12.83,12.76,27.4,8.8 m -   20 m,0.0,20.0
(2020 XH2),2089-04-14 15:13:00,0.02252,0.00339,6.68,6.66,27.1,10 m -   23 m,0.0,23.0
(2018 HM),2089-04-15 18:53:00,0.00706,0.00703,9.32,9.28,27.3,9.2 m -   21 m,0.0,21.0
(2010 HX107),2089-04-16 00:26:00,0.03036,0.03035,5.63,5.62,23.6,0.064±0.010 km,0.0,
(2011 DV),2089-04-24 00:28:00,0.04611,0.03945,5.84,5.83,20.6,200 m -  450 m,1.0,450.0
(2020 HW6),2089-04-26 01:33:00,0.00822,0.00781,6.62,6.57,26.0,17 m -   38 m,0.0,38.0
(2019 LZ1),2089-05-04 00:45:00,0.04729,0.04667,36.41,36.4,19.8,290 m -  640 m,1.0,640.0
301844 (1990 UA),2089-05-20 00:02:00,0.02921,0.0292,13.39,13.39,19.7,0.4 km,2.0,
(2020 HC6),2089-05-22 00:16:00,0.03912,0.03909,5.33,5.32,25.4,22 m -   49 m,0.0,49.0
(2019 WO4),2089-05-26 13:46:00,0.01701,0.01387,8.19,8.17,23.7,49 m -  110 m,1.0,110.0
(2004 LO2),2089-06-14 01:50:00,0.01672,0.01501,15.84,15.83,25.0,27 m -   59 m,0.0,59.0
(2020 MS1),2089-06-23 02:02:00,0.04869,0.04419,12.67,12.66,23.3,58 m -  130 m,0.0,130.0
(2010 WR7),2089-06-27 01:41:00,0.03698,0.03629,6.2,6.19,23.5,53 m -  120 m,0.0,120.0
(2016 AW65),2089-07-31 13:52:00,0.0346,0.02559,5.53,5.52,24.1,40 m -   90 m,0.0,90.0
(2007 RT12),2089-08-06 01:16:00,0.04428,0.04402,5.1,5.08,23.9,44 m -   99 m,0.0,99.0
(2022 QK4),2089-08-11 23:19:00,0.0121,0.00685,15.38,15.37,23.8,46 m -  100 m,1.0,100.0
(2010 HA),2089-08-12 01:21:00,0.04517,0.04367,5.98,5.97,23.9,0.032±0.004 km,0.0,
(2018 RB),2089-08-23 00:07:00,0.04793,0.04785,21.9,21.9,21.8,120 m -  260 m,1.0,260.0
(2021 RG2),2089-09-07 06:16:00,0.03663,0.03341,8.47,8.47,25.4,22 m -   50 m,0.0,50.0
614470 (2009 ST19),2089-09-12 00:30:00,0.04225,0.0422,9.65,9.64,18.4,560 m -  1.2 km,2.0,
(2002 QQ40),2089-09-16 00:11:00,0.03266,0.03257,16.79,16.78,21.5,130 m -  300 m,1.0,300.0
(2016 SK2),2089-09-16 04:43:00,0.0298,0.02702,12.98,12.97,25.3,23 m -   52 m,0.0,52.0
(2015 SY),2089-09-17 00:01:00,0.03007,0.03,14.07,14.06,23.3,58 m -  130 m,0.0,130.0
(2015 KE),2089-09-17 13:10:00,0.0135,0.01021,3.43,3.37,26.2,15 m -   34 m,0.0,34.0
(2020 RU7),2089-09-22 06:17:00,0.0428,0.03756,6.21,6.2,25.3,23 m -   52 m,0.0,52.0
(2009 SH2),2089-09-28 02:37:00,0.04425,0.03987,3.65,3.64,24.9,28 m -   62 m,0.0,62.0
(2019 TV1),2089-10-08 19:47:00,0.04307,0.04257,9.06,9.05,26.0,17 m -   38 m,0.0,38.0
(2015 TC25),2089-10-09 22:25:00,0.01615,0.00331,3.96,3.92,29.3,3.6 m -  8.1 m,0.0,8.1
(2018 UE1),2089-10-11 14:59:00,0.03486,0.02345,3.35,3.32,26.7,12 m -   27 m,0.0,27.0
(2022 HW),2089-10-22 12:49:00,0.0321,0.03123,16.64,16.64,24.4,36 m -   80 m,0.0,80.0
(2016 UR5),2089-10-25 13:54:00,0.04128,0.00931,13.87,13.87,26.7,12 m -   27 m,0.0,27.0
(1991 GO),2089-10-27 00:02:00,0.03581,0.0358,18.22,18.21,20.0,270 m -  590 m,1.0,590.0
(2013 LB),2089-11-01 00:02:00,0.04677,0.04675,8.56,8.55,22.8,73 m -  160 m,0.0,160.0
450237 (2002 XY38),2089-11-06 00:30:00,0.03956,0.0394,5.95,5.94,23.2,0.096±0.003 km,0.0,
(2017 CF32),2089-11-09 11:24:00,0.0224,0.02159,4.04,4.01,26.1,16 m -   36 m,0.0,36.0
(2022 WQ),2089-11-16 08:50:00,0.02035,0.02028,11.9,11.89,27.0,10 m -   23 m,0.0,23.0
(2016 WR8),2089-11-27 05:01:00,0.01686,0.01685,11.74,11.73,27.4,8.8 m -   20 m,0.0,20.0
(2006 WB),2089-11-30 01:03:00,0.00995,0.00985,4.41,4.35,22.8,73 m -  160 m,2.0,160.0
(2012 XA),2089-12-16 00:01:00,0.04288,0.04288,4.48,4.47,24.8,29 m -   65 m,0.0,65.0
(2012 XQ55),2089-12-19 01:06:00,0.04157,0.04149,6.48,6.47,23.0,67 m -  150 m,0.0,150.0
(2020 YU),2089-12-20 01:23:00,0.04911,0.04343,18.38,18.38,25.5,21 m -   47 m,0.0,47.0
(2010 XN),2089-12-27 00:09:00,0.04836,0.04827,8.86,8.86,24.2,38 m -   86 m,0.0,86.0
(2022 UD9),2089-12-27 19:23:00,0.04163,0.03671,9.38,9.37,21.8,120 m -  260 m,1.0,260.0
(2019 XE1),2090-01-09 00:01:00,0.03513,0.03512,23.54,23.54,19.7,310 m -  680 m,1.0,680.0
(2018 AM12),2090-01-10 00:04:00,0.02004,0.01992,11.73,11.72,21.2,150 m -  340 m,2.0,340.0
(2012 BJ86),2090-01-17 00:29:00,0.01681,0.01653,17.36,17.35,21.3,150 m -  330 m,2.0,330.0
(2009 BJ2),2090-01-21 02:56:00,0.0291,0.02335,9.89,9.88,27.1,10 m -   23 m,0.0,23.0
(2016 YN1),2090-01-23 01:07:00,0.03291,0.0328,6.7,6.68,23.6,51 m -  110 m,0.0,110.0
(2018 CB),2090-02-08 09:29:00,0.00599,0.00422,6.66,6.59,25.9,18 m -   39 m,0.0,39.0
(2012 YD7),2090-02-11 06:54:00,0.04653,0.04582,6.87,6.86,24.3,37 m -   82 m,0.0,82.0
(2018 CB2),2090-02-11 12:56:00,0.01971,0.01764,15.26,15.25,25.0,27 m -   59 m,0.0,59.0
(2019 BE5),2090-02-13 02:41:00,0.02071,0.02038,13.07,13.06,25.1,25 m -   57 m,0.0,57.0
(2019 ER),2090-02-23 21:09:00,0.04907,0.01455,8.2,8.19,27.1,10 m -   23 m,0.0,23.0
(2019 EA2),2090-03-09 13:10:00,0.03412,0.03286,4.64,4.63,25.8,18 m -   41 m,0.0,41.0
292220 (2006 SU49),2090-03-13 17:11:00,0.03904,0.03745,5.69,5.68,19.5,330 m -  750 m,1.0,750.0
(2016 GY2),2090-04-04 04:48:00,0.01732,0.01206,10.3,10.29,26.1,16 m -   36 m,0.0,36.0
(2015 XF261),2090-04-11 00:11:00,0.00255,0.00237,10.1,9.99,25.0,27 m -   59 m,2.0,59.0
41429 (2000 GE2),2090-04-17 00:04:00,0.03446,0.03442,16.86,16.86,20.7,0.204±0.030 km,1.0,
35396 (1997 XF11),2090-05-19 00:08:00,0.03706,0.03702,13.41,13.41,17.0,0.704±0.103 km,2.0,
(2013 WA44),2090-05-21 00:09:00,0.02907,0.02902,1.64,1.58,23.4,56 m -  130 m,0.0,130.0
(2013 MD8),2090-06-03 00:06:00,0.02638,0.02638,11.66,11.65,24.5,33 m -   75 m,0.0,75.0
(2017 LE),2090-06-15 13:31:00,0.03828,0.0355,8.68,8.68,26.4,14 m -   31 m,0.0,31.0
(2016 LG),2090-06-15 17:58:00,0.01739,0.01614,6.4,6.38,25.3,23 m -   52 m,0.0,52.0
(2018 BY6),2090-07-13 12:33:00,0.04082,0.03315,9.33,9.32,23.3,58 m -  130 m,0.0,130.0
(2011 PU1),2090-07-31 00:32:00,0.03048,0.03036,6.22,6.21,25.6,20 m -   45 m,0.0,45.0
(2020 MP2),2090-08-06 00:03:00,0.03846,0.03838,11.06,11.06,22.3,93 m -  210 m,1.0,210.0
(2017 RK15),2090-08-30 00:02:00,0.01612,0.01606,11.89,11.88,25.7,19 m -   43 m,0.0,43.0
477162 (2009 ES),2090-09-05 00:02:00,0.04349,0.04348,17.89,17.88,20.7,190 m -  430 m,1.0,430.0
(2017 EB3),2090-09-22 00:15:00,0.02377,0.02369,5.39,5.37,25.0,27 m -   59 m,0.0,59.0
(2009 SH2),2090-09-28 01:16:00,0.00513,0.0038,4.23,4.11,24.9,28 m -   62 m,1.0,62.0
(2017 FC3),2090-10-10 09:26:00,0.02308,0.01885,13.45,13.44,23.6,51 m -  110 m,1.0,110.0
(2022 UY3),2090-10-11 00:27:00,0.03979,0.03868,9.36,9.35,26.9,11 m -   25 m,0.0,25.0
(2012 UC),2090-10-20 06:09:00,0.04254,0.03221,8.99,8.98,25.0,27 m -   59 m,0.0,59.0
(2022 UN20),2090-10-21 14:28:00,0.04305,0.02502,8.92,8.91,27.5,8.4 m -   19 m,0.0,19.0
524522 (2002 VE68),2090-11-04 00:01:00,0.03637,0.03637,8.61,8.61,20.5,210 m -  460 m,1.0,460.0
(2017 VE14),2090-11-12 14:54:00,0.02135,0.01015,10.48,10.47,27.9,7.0 m -   16 m,0.0,16.0
(2021 XG1),2090-11-14 13:04:00,0.04055,0.0305,4.87,4.86,27.4,8.9 m -   20 m,0.0,20.0
(2017 WJ16),2090-11-19 00:32:00,0.00899,0.00897,4.87,4.81,24.5,33 m -   75 m,1.0,75.0
(1994 WR12),2090-11-23 01:09:00,0.01773,0.01672,10.39,10.38,22.4,88 m -  200 m,1.0,200.0
(2020 JM),2090-12-11 11:05:00,0.04121,0.03778,7.82,7.81,26.2,15 m -   34 m,0.0,34.0
(2002 XQ40),2090-12-13 00:02:00,0.01432,0.01428,11.38,11.37,22.4,88 m -  200 m,1.0,200.0
(2019 AG7),2090-12-16 22:15:00,0.00942,0.00788,6.88,6.84,25.5,21 m -   47 m,0.0,47.0
(2015 TV144),2090-12-28 01:59:00,0.03529,0.0347,15.24,15.24,19.6,320 m -  710 m,1.0,710.0
(2014 OA339),2091-01-05 00:01:00,0.04645,0.04644,11.08,11.07,24.3,37 m -   82 m,0.0,82.0
264357 (2000 AZ93),2091-01-08 00:01:00,0.04418,0.04418,7.77,7.76,21.2,0.113±0.029 km,1.0,
(2015 XT1),2091-01-11 00:02:00,0.0496,0.04957,9.51,9.51,23.3,58 m -  130 m,0.0,130.0
(2020 BK3),2091-01-19 09:20:00,0.02936,0.02346,9.63,9.62,26.9,11 m -   25 m,0.0,25.0
(2015 FW284),2091-01-23 11:31:00,0.03159,0.02608,14.09,14.08,24.9,28 m -   62 m,0.0,62.0
(2006 XP4),2091-02-04 01:10:00,0.03836,0.03822,4.77,4.75,23.9,44 m -   99 m,0.0,99.0
(2011 FS9),2091-02-23 03:54:00,0.00858,0.00758,4.48,4.41,23.6,51 m -  110 m,1.0,110.0
(2015 TJ1),2091-02-26 04:17:00,0.03796,0.03747,4.79,4.77,22.6,80 m -  180 m,1.0,180.0
(2013 DF),2091-02-28 15:41:00,0.01342,0.01316,13.18,13.16,24.6,32 m -   71 m,1.0,71.0
(2017 BP31),2091-03-10 03:15:00,0.02312,0.02266,20.46,20.45,19.8,290 m -  640 m,2.0,640.0
(2022 FN),2091-03-19 22:56:00,0.02349,0.01178,13.1,13.09,26.8,12 m -   26 m,0.0,26.0
(2020 VA4),2091-03-28 10:54:00,0.01497,0.00243,4.31,4.27,27.4,8.7 m -   19 m,0.0,19.0
(2015 XF261),2091-04-12 01:41:00,0.02697,0.02424,9.29,9.28,25.0,27 m -   59 m,0.0,59.0
(2022 HA),2091-04-19 11:19:00,0.01947,0.01807,11.75,11.74,24.4,35 m -   79 m,0.0,79.0
(2012 FA14),2091-05-31 00:15:00,0.04235,0.04234,4.36,4.35,23.1,64 m -  140 m,0.0,140.0
(2018 KB1),2091-07-14 00:05:00,0.04629,0.04627,8.59,8.58,20.6,200 m -  450 m,1.0,450.0
(2019 QK7),2091-08-03 00:03:00,0.03672,0.03585,6.78,6.77,25.5,21 m -   47 m,0.0,47.0
(2022 QX4),2091-08-21 00:28:00,0.01,0.00999,8.93,8.9,24.7,31 m -   68 m,1.0,68.0
(2018 PL10),2091-08-24 02:48:00,0.04788,0.04643,11.84,11.83,22.1,100 m -  230 m,1.0,230.0
(2014 NZ64),2091-08-30 03:03:00,0.00817,0.00815,8.18,8.14,22.9,70 m -  160 m,2.0,160.0
(2019 RA),2091-09-03 18:21:00,0.02838,0.02355,5.91,5.9,25.5,21 m -   47 m,0.0,47.0
(2010 SX11),2091-10-10 20:41:00,0.02976,0.02684,7.23,7.22,24.8,29 m -   65 m,0.0,65.0
(2018 TR4),2091-10-12 01:46:00,0.0237,0.02222,10.86,10.85,25.1,26 m -   58 m,0.0,58.0
(2017 SB20),2091-10-12 23:40:00,0.01715,0.013,6.27,6.25,25.0,27 m -   59 m,0.0,59.0
(2012 VM6),2091-10-19 00:02:00,0.035,0.035,5.32,5.31,25.3,23 m -   52 m,0.0,52.0
(2018 VZ5),2091-11-04 05:45:00,0.03912,0.03053,14.39,14.39,24.8,29 m -   65 m,0.0,65.0
(2016 UE),2091-11-05 06:37:00,0.01422,0.01315,4.17,4.12,25.1,25 m -   57 m,0.0,57.0
(2017 WJ2),2091-11-05 19:48:00,0.0376,0.03721,11.85,11.85,22.4,88 m -  200 m,1.0,200.0
(2013 KZ1),2091-11-15 00:08:00,0.03561,0.03553,20.43,20.43,21.5,130 m -  300 m,1.0,300.0
(2019 XD),2091-11-29 00:05:00,0.02681,0.02345,11.36,11.35,27.4,8.8 m -   20 m,0.0,20.0
435548 (2008 QT3),2091-12-18 00:38:00,0.03106,0.03099,8.7,8.69,18.9,450 m -  1.0 km,2.0,
(2008 YC3),2091-12-24 06:08:00,0.04635,0.04216,6.32,6.31,25.3,23 m -   52 m,0.0,52.0
(2010 YO),2091-12-26 21:52:00,0.0137,0.00382,14.69,14.67,24.6,32 m -   71 m,1.0,71.0
(2014 QC3),2092-02-14 00:01:00,0.04725,0.04724,22.73,22.72,20.6,200 m -  450 m,1.0,450.0
(2021 DX1),2092-02-21 16:01:00,0.03331,0.03166,6.26,6.25,23.4,56 m -  120 m,0.0,120.0
(2013 BA74),2092-02-23 02:37:00,0.0403,0.04015,6.74,6.73,25.4,22 m -   49 m,0.0,49.0
(2019 CT4),2092-03-02 04:04:00,0.01806,0.01744,12.0,11.99,24.4,35 m -   78 m,0.0,78.0
(2015 FN35),2092-03-04 13:30:00,0.03354,0.02005,10.58,10.57,23.7,48 m -  110 m,0.0,110.0
(2016 FZ12),2092-03-20 00:32:00,0.00964,0.00941,8.56,8.53,26.8,12 m -   26 m,0.0,26.0
(2016 FW3),2092-03-24 00:34:00,0.02023,0.02007,8.69,8.68,25.5,21 m -   47 m,0.0,47.0
(2002 VX91),2092-04-01 13:30:00,0.04498,0.02051,5.4,5.39,24.3,37 m -   82 m,0.0,82.0
(2022 GV3),2092-04-09 11:16:00,0.04385,0.04357,5.14,5.13,27.0,11 m -   24 m,0.0,24.0
(2019 KN2),2092-05-10 08:25:00,0.02407,0.02375,4.67,4.65,27.1,10 m -   23 m,0.0,23.0
(2021 JY5),2092-05-11 02:53:00,0.01349,0.01214,3.56,3.51,27.4,8.6 m -   19 m,0.0,19.0
(2018 KD2),2092-05-19 07:41:00,0.03649,0.03139,14.19,14.18,25.7,19 m -   43 m,0.0,43.0
(2001 CQ36),2092-06-03 00:01:00,0.03616,0.03607,5.91,5.9,22.7,75 m -  170 m,1.0,170.0
(2010 MZ1),2092-06-25 12:38:00,0.01951,0.01913,12.6,12.59,25.6,20 m -   45 m,0.0,45.0
(2018 XB4),2092-06-25 18:18:00,0.03324,0.0204,8.11,8.1,24.0,42 m -   94 m,0.0,94.0
(2019 LH5),2092-07-03 00:10:00,0.04428,0.04415,23.86,23.86,20.5,210 m -  470 m,1.0,470.0
(2012 BU61),2092-07-04 00:02:00,0.02728,0.02727,22.34,22.34,21.5,130 m -  300 m,1.0,300.0
(2020 OE2),2092-07-24 03:07:00,0.03281,0.03174,3.45,3.42,27.1,10 m -   23 m,0.0,23.0
(2022 OW3),2092-08-01 14:51:00,0.04602,0.00974,7.07,7.06,26.4,14 m -   31 m,0.0,31.0
(2017 BS31),2092-08-23 19:20:00,0.04717,0.0306,18.52,18.52,21.9,110 m -  250 m,1.0,250.0
(2014 RE11),2092-09-02 06:08:00,0.0486,0.0426,21.66,21.65,22.7,77 m -  170 m,0.0,170.0
(2016 TU19),2092-09-17 11:50:00,0.04637,0.0433,8.07,8.07,24.4,35 m -   78 m,0.0,78.0
(2022 SK4),2092-09-19 18:05:00,0.02914,0.0017,11.41,11.41,30.4,2.3 m -  5.1 m,0.0,5.1
(2020 SQ3),2092-09-20 13:07:00,0.04643,0.04421,9.65,9.64,26.3,15 m -   33 m,0.0,33.0
(2012 GV17),2092-10-03 02:23:00,0.02626,0.02525,12.79,12.78,21.1,160 m -  360 m,1.0,360.0
(2004 TD10),2092-10-27 00:07:00,0.00784,0.00784,10.11,10.07,22.1,100 m -  230 m,2.0,230.0
(2010 TU149),2092-11-06 00:28:00,0.04984,0.04945,25.88,25.87,20.7,0.603±0.195 km,1.0,
(2016 VG),2092-11-06 02:41:00,0.01417,0.00472,10.26,10.24,26.7,12 m -   27 m,0.0,27.0
(2010 BV132),2092-12-05 00:22:00,0.03374,0.03352,9.65,9.64,21.4,140 m -  310 m,1.0,310.0
(2001 XX4),2092-12-08 05:59:00,0.01425,0.01179,18.1,18.09,22.1,100 m -  230 m,2.0,230.0
(2019 YL6),2092-12-24 23:34:00,0.03614,0.03601,4.55,4.54,25.3,23 m -   52 m,0.0,52.0
(2014 NG65),2092-12-30 00:02:00,0.04399,0.04398,9.64,9.64,21.7,120 m -  270 m,1.0,270.0
(2005 YO128),2093-01-02 10:07:00,0.03045,0.02472,9.98,9.97,24.6,32 m -   71 m,0.0,71.0
(2018 BH3),2093-01-19 00:34:00,0.00583,0.00398,9.31,9.26,25.4,22 m -   49 m,1.0,49.0
(2021 BJ1),2093-01-28 17:00:00,0.03252,0.03093,13.42,13.41,24.4,35 m -   78 m,0.0,78.0
378160 (2006 WX1),2093-02-09 00:01:00,0.02857,0.02857,11.04,11.03,19.7,310 m -  690 m,2.0,690.0
(2015 QR3),2093-02-16 00:18:00,0.034,0.03387,7.46,7.45,25.7,19 m -   43 m,0.0,43.0
(2011 CD66),2093-02-20 07:43:00,0.01776,0.01774,8.59,8.58,26.9,11 m -   25 m,0.0,25.0
(2012 DM32),2093-02-21 08:57:00,0.01639,0.01247,8.06,8.04,26.2,15 m -   34 m,0.0,34.0
(2020 DK),2093-02-27 21:10:00,0.04217,0.04131,9.56,9.55,26.1,16 m -   36 m,0.0,36.0
(2003 EM1),2093-03-06 08:29:00,0.03707,0.01683,7.96,7.95,24.5,33 m -   75 m,0.0,75.0
(2015 DC200),2093-03-21 00:17:00,0.03482,0.03475,31.79,31.79,20.5,210 m -  470 m,1.0,470.0
(2013 WT45),2093-04-17 00:19:00,0.03473,0.03463,10.71,10.71,20.3,0.185±0.044 km,1.0,
(2014 SM143),2093-04-19 00:01:00,0.00996,0.00995,17.48,17.46,20.4,220 m -  500 m,2.0,500.0
(2021 KH2),2093-05-22 00:25:00,0.01478,0.01428,6.37,6.34,25.3,23 m -   51 m,0.0,51.0
(2021 LK),2093-06-08 01:07:00,0.01859,0.01375,7.74,7.72,26.8,12 m -   27 m,0.0,27.0
(2018 LK),2093-06-17 00:05:00,0.0317,0.03161,11.22,11.21,21.8,120 m -  270 m,1.0,270.0
(2022 MA1),2093-07-04 08:34:00,0.04473,0.04154,13.79,13.79,22.5,84 m -  190 m,0.0,190.0
(2017 OO1),2093-07-21 01:55:00,0.04703,0.02541,10.08,10.08,24.5,33 m -   75 m,0.0,75.0
(2021 RS),2093-07-30 23:22:00,0.02419,0.02234,4.17,4.14,24.9,27 m -   61 m,0.0,61.0
401954 (2002 RW25),2093-08-09 15:23:00,0.02035,0.02,6.25,6.22,18.9,440 m -  980 m,2.0,980.0
65679 (1989 UQ),2093-08-13 00:40:00,0.01684,0.01639,7.07,7.04,19.6,0.918±0.010 km,2.0,
(2016 TH10),2093-08-14 00:06:00,0.02146,0.0213,13.39,13.38,24.8,29 m -   65 m,0.0,65.0
(2022 QT5),2093-08-22 13:38:00,0.01874,0.00021,9.82,9.8,25.8,18 m -   40 m,0.0,40.0
(2016 NO16),2093-08-24 00:02:00,0.03819,0.03819,16.81,16.81,19.6,320 m -  710 m,1.0,710.0
459872 (2014 EK24),2093-09-03 00:01:00,0.04529,0.04529,2.91,2.89,23.4,57 m -  130 m,0.0,130.0
(2018 TR),2093-09-27 09:40:00,0.00408,0.00139,6.8,6.7,25.5,21 m -   47 m,1.0,47.0
(2014 EQ49),2093-09-30 01:35:00,0.0328,0.0323,9.71,9.7,21.8,0.379±0.129 km,1.0,
350751 (2002 AW),2093-10-05 00:05:00,0.0107,0.01065,8.48,8.45,20.8,180 m -  410 m,2.0,410.0
(2019 RK),2093-10-07 03:22:00,0.04378,0.04347,3.26,3.24,25.3,23 m -   52 m,0.0,52.0
(2021 TQ1),2093-10-11 14:04:00,0.01075,0.00806,5.67,5.63,28.1,6.4 m -   14 m,0.0,14.0
(2022 UY3),2093-10-12 01:19:00,0.00866,0.00835,8.35,8.32,26.9,11 m -   25 m,0.0,25.0
(2014 FR37),2093-10-16 13:27:00,0.02727,0.0249,7.2,7.19,22.9,70 m -  160 m,1.0,160.0
(2019 UH9),2093-10-19 00:15:00,0.01718,0.01706,22.07,22.07,25.1,25 m -   55 m,0.0,55.0
(2011 GA),2093-10-19 00:36:00,0.04063,0.04026,18.15,18.15,20.8,180 m -  410 m,1.0,410.0
(2021 JY5),2093-10-21 08:04:00,0.01762,0.01589,3.36,3.32,27.4,8.6 m -   19 m,0.0,19.0
(2007 VK184),2093-11-05 12:36:00,0.03431,0.02693,16.6,16.6,22.0,110 m -  240 m,1.0,240.0
(2019 JN2),2093-11-28 14:28:00,0.03513,0.02156,6.44,6.43,25.7,19 m -   43 m,0.0,43.0
(2014 HK129),2093-12-17 00:01:00,0.04727,0.04726,12.49,12.48,21.1,160 m -  360 m,1.0,360.0
(2006 PA1),2093-12-18 00:10:00,0.036,0.03599,10.27,10.26,19.7,310 m -  680 m,1.0,680.0
(2021 XK6),2093-12-21 02:22:00,0.01656,0.01651,12.32,12.31,22.8,75 m -  170 m,1.0,170.0
(2020 XY4),2093-12-21 19:47:00,0.00838,0.00476,9.56,9.52,27.0,11 m -   24 m,0.0,24.0
(2014 OA339),2093-12-31 00:02:00,0.01539,0.01539,9.48,9.46,24.3,37 m -   82 m,1.0,82.0
(2017 XT61),2094-01-04 09:14:00,0.01347,0.01004,12.03,12.01,23.2,61 m -  140 m,1.0,140.0
(2020 AD3),2094-01-10 00:02:00,0.03206,0.03203,19.71,19.7,21.6,130 m -  280 m,1.0,280.0
(2022 YS5),2094-01-14 10:44:00,0.04859,0.04489,6.1,6.09,24.8,29 m -   64 m,0.0,64.0
445830 (2012 CL19),2094-01-19 00:05:00,0.03191,0.03188,10.77,10.76,22.2,95 m -  210 m,1.0,210.0
(2002 AL31),2094-01-21 16:27:00,0.02856,0.02126,8.34,8.33,24.5,33 m -   75 m,0.0,75.0
(2001 CP36),2094-02-25 00:49:00,0.02715,0.02694,9.44,9.43,23.7,48 m -  110 m,0.0,110.0
523598 (2003 ED50),2094-03-16 00:01:00,0.03382,0.03381,23.65,23.65,20.9,180 m -  400 m,1.0,400.0
(2015 CW13),2094-03-17 00:02:00,0.01022,0.01021,6.8,6.77,22.9,70 m -  160 m,2.0,160.0
(2011 FS2),2094-03-25 15:27:00,0.0438,0.03454,7.84,7.83,26.2,15 m -   34 m,0.0,34.0
(2020 GA2),2094-04-12 00:02:00,0.02144,0.02143,24.75,24.75,21.1,160 m -  350 m,2.0,350.0
(2005 GU),2094-04-16 00:16:00,0.04782,0.0476,24.0,23.99,20.0,270 m -  590 m,1.0,590.0
(2020 JG),2094-05-01 23:27:00,0.02632,0.00184,13.79,13.78,25.8,18 m -   41 m,0.0,41.0
(2018 GO4),2094-05-03 00:06:00,0.04239,0.04238,8.21,8.2,24.5,33 m -   75 m,0.0,75.0
(2014 HT46),2094-05-03 01:03:00,0.02693,0.02674,5.48,5.46,26.6,13 m -   28 m,0.0,28.0
(2019 AQ2),2094-05-10 00:08:00,0.02256,0.02241,5.35,5.32,25.6,20 m -   45 m,0.0,45.0
(2020 HR3),2094-05-10 02:30:00,0.01498,0.01286,11.12,11.1,24.0,41 m -   92 m,1.0,92.0
(2015 TD144),2094-05-14 07:37:00,0.01839,0.01535,23.94,23.93,22.6,80 m -  180 m,1.0,180.0
(2015 VO105),2094-05-20 00:11:00,0.03474,0.03458,5.41,5.39,24.1,40 m -   90 m,0.0,90.0
437844 (1999 MN),2094-06-05 00:01:00,0.04411,0.0441,14.1,14.1,21.2,150 m -  340 m,1.0,340.0
(2022 MU1),2094-06-17 12:29:00,0.02478,0.02342,9.49,9.48,24.6,32 m -   70 m,0.0,70.0
(2003 AY2),2094-06-18 00:06:00,0.02761,0.02757,14.62,14.61,19.3,370 m -  820 m,2.0,820.0
(2010 VB1),2094-06-20 10:16:00,0.01326,0.0131,7.76,7.73,23.2,61 m -  140 m,1.0,140.0
(2010 TE55),2094-06-23 21:06:00,0.03437,0.02019,3.97,3.95,28.0,6.7 m -   15 m,0.0,15.0
(2016 ND1),2094-07-11 00:14:00,0.01841,0.01822,4.71,4.68,25.3,23 m -   52 m,0.0,52.0
(2021 OS),2094-07-19 05:41:00,0.02231,0.01063,12.61,12.6,22.0,100 m -  230 m,1.0,230.0
(2012 XF133),2094-07-21 03:25:00,0.03994,0.03948,10.84,10.84,22.2,97 m -  220 m,1.0,220.0
(2020 FT3),2094-08-07 22:12:00,0.0062,0.00094,8.93,8.88,23.1,64 m -  140 m,2.0,140.0
(2022 QT5),2094-08-24 00:29:00,0.04611,0.04534,11.68,11.67,25.8,18 m -   40 m,0.0,40.0
(2022 QU3),2094-08-30 04:25:00,0.03512,0.03473,8.14,8.13,26.8,11 m -   25 m,0.0,25.0
(2013 TD),2094-09-02 00:28:00,0.01198,0.01195,8.07,8.05,26.6,13 m -   28 m,0.0,28.0
(2018 RH3),2094-09-06 16:54:00,0.00857,0.00557,8.55,8.52,26.1,16 m -   36 m,0.0,36.0
(2023 BY),2094-11-02 04:19:00,0.02786,0.00492,13.0,12.99,26.4,14 m -   30 m,0.0,30.0
